,Date,Total_Crimes
2674,2008-05-01,1392
2675,2008-05-02,1287
2676,2008-05-03,1052
2677,2008-05-04,973
2678,2008-05-05,1242
2679,2008-05-06,1212
2680,2008-05-07,1322
2681,2008-05-08,1165
2682,2008-05-09,1309
2683,2008-05-10,1230
2684,2008-05-11,993
2685,2008-05-12,1127
2686,2008-05-13,1148
2687,2008-05-14,1222
2688,2008-05-15,1278
2689,2008-05-16,1343
2690,2008-05-17,1224
2691,2008-05-18,1055
2692,2008-05-19,1215
2693,2008-05-20,1260
2694,2008-05-21,1236
2695,2008-05-22,1239
2696,2008-05-23,1294
2697,2008-05-24,1255
2698,2008-05-25,1102
2699,2008-05-26,1174
2700,2008-05-27,1209
2701,2008-05-28,1158
2702,2008-05-29,1257
2703,2008-05-30,1310
2704,2008-05-31,1184
2705,2008-06-01,1374
2706,2008-06-02,1297
2707,2008-06-03,1233
2708,2008-06-04,1284
2709,2008-06-05,1250
2710,2008-06-06,1340
2711,2008-06-07,1210
2712,2008-06-08,1131
2713,2008-06-09,1262
2714,2008-06-10,1272
2715,2008-06-11,1387
2716,2008-06-12,1244
2717,2008-06-13,1309
2718,2008-06-14,1249
2719,2008-06-15,1245
2720,2008-06-16,1183
2721,2008-06-17,1155
2722,2008-06-18,1193
2723,2008-06-19,1169
2724,2008-06-20,1292
2725,2008-06-21,1211
2726,2008-06-22,1149
2727,2008-06-23,1101
2728,2008-06-24,1170
2729,2008-06-25,1213
2730,2008-06-26,1305
2731,2008-06-27,1303
2732,2008-06-28,1276
2733,2008-06-29,1147
2734,2008-06-30,1221
2735,2008-07-01,1349
2736,2008-07-02,1239
2737,2008-07-03,1203
2738,2008-07-04,1136
2739,2008-07-05,1236
2740,2008-07-06,1182
2741,2008-07-07,1233
2742,2008-07-08,1285
2743,2008-07-09,1286
2744,2008-07-10,1213
2745,2008-07-11,1334
2746,2008-07-12,1381
2747,2008-07-13,1245
2748,2008-07-14,1345
2749,2008-07-15,1299
2750,2008-07-16,1274
2751,2008-07-17,1287
2752,2008-07-18,1347
2753,2008-07-19,1236
2754,2008-07-20,1267
2755,2008-07-21,1275
2756,2008-07-22,1302
2757,2008-07-23,1299
2758,2008-07-24,1281
2759,2008-07-25,1352
2760,2008-07-26,1357
2761,2008-07-27,1323
2762,2008-07-28,1348
2763,2008-07-29,1228
2764,2008-07-30,1354
2765,2008-07-31,1295
2766,2008-08-01,1457
2767,2008-08-02,1287
2768,2008-08-03,1230
2769,2008-08-04,1158
2770,2008-08-05,1250
2771,2008-08-06,1336
2772,2008-08-07,1323
2773,2008-08-08,1387
2774,2008-08-09,1244
2775,2008-08-10,1167
2776,2008-08-11,1264
2777,2008-08-12,1272
2778,2008-08-13,1300
2779,2008-08-14,1252
2780,2008-08-15,1412
2781,2008-08-16,1279
2782,2008-08-17,1293
2783,2008-08-18,1287
2784,2008-08-19,1325
2785,2008-08-20,1357
2786,2008-08-21,1279
2787,2008-08-22,1422
2788,2008-08-23,1273
2789,2008-08-24,1264
2790,2008-08-25,1204
2791,2008-08-26,1204
2792,2008-08-27,1257
2793,2008-08-28,1300
2794,2008-08-29,1294
2795,2008-08-30,1260
2796,2008-08-31,1218
2797,2008-09-01,1403
2798,2008-09-02,1319
2799,2008-09-03,1194
2800,2008-09-04,916
2801,2008-09-05,1274
2802,2008-09-06,1305
2803,2008-09-07,1161
2804,2008-09-08,1080
2805,2008-09-09,1257
2806,2008-09-10,1260
2807,2008-09-11,1282
2808,2008-09-12,1243
2809,2008-09-13,1103
2810,2008-09-14,1068
2811,2008-09-15,1195
2812,2008-09-16,1166
2813,2008-09-17,1307
2814,2008-09-18,1317
2815,2008-09-19,1412
2816,2008-09-20,1309
2817,2008-09-21,1209
2818,2008-09-22,1251
2819,2008-09-23,1288
2820,2008-09-24,1301
2821,2008-09-25,1246
2822,2008-09-26,1340
2823,2008-09-27,1202
2824,2008-09-28,1172
2825,2008-09-29,1060
2826,2008-09-30,1247
2827,2008-10-01,1275
2828,2008-10-02,1116
2829,2008-10-03,1111
2830,2008-10-04,1131
2831,2008-10-05,1103
2832,2008-10-06,1131
2833,2008-10-07,1123
2834,2008-10-08,1226
2835,2008-10-09,1280
2836,2008-10-10,1440
2837,2008-10-11,1248
2838,2008-10-12,1269
2839,2008-10-13,1169
2840,2008-10-14,1297
2841,2008-10-15,1324
2842,2008-10-16,1221
2843,2008-10-17,1309
2844,2008-10-18,1188
2845,2008-10-19,1101
2846,2008-10-20,1131
2847,2008-10-21,1194
2848,2008-10-22,1209
2849,2008-10-23,1216
2850,2008-10-24,1165
2851,2008-10-25,1179
2852,2008-10-26,1108
2853,2008-10-27,1111
2854,2008-10-28,1148
2855,2008-10-29,1094
2856,2008-10-30,1255
2857,2008-10-31,1419
2858,2008-11-01,1403
2859,2008-11-02,1198
2860,2008-11-03,1096
2861,2008-11-04,1061
2862,2008-11-05,1244
2863,2008-11-06,1152
2864,2008-11-07,1180
2865,2008-11-08,1052
2866,2008-11-09,928
2867,2008-11-10,994
2868,2008-11-11,1056
2869,2008-11-12,1082
2870,2008-11-13,1127
2871,2008-11-14,1225
2872,2008-11-15,1208
2873,2008-11-16,989
2874,2008-11-17,991
2875,2008-11-18,1045
2876,2008-11-19,1148
2877,2008-11-20,1161
2878,2008-11-21,1104
2879,2008-11-22,999
2880,2008-11-23,993
2881,2008-11-24,1091
2882,2008-11-25,1114
2883,2008-11-26,1168
2884,2008-11-27,862
2885,2008-11-28,1093
2886,2008-11-29,1124
2887,2008-11-30,937
2888,2008-12-01,1002
2889,2008-12-02,965
2890,2008-12-03,1028
2891,2008-12-04,950
2892,2008-12-05,1053
2893,2008-12-06,1023
2894,2008-12-07,879
2895,2008-12-08,1086
2896,2008-12-09,960
2897,2008-12-10,1041
2898,2008-12-11,976
2899,2008-12-12,1084
2900,2008-12-13,985
2901,2008-12-14,1002
2902,2008-12-15,910
2903,2008-12-16,832
2904,2008-12-17,963
2905,2008-12-18,958
2906,2008-12-19,947
2907,2008-12-20,921
2908,2008-12-21,644
2909,2008-12-22,783
2910,2008-12-23,804
2911,2008-12-24,744
2912,2008-12-25,602
2913,2008-12-26,773
2914,2008-12-27,1000
2915,2008-12-28,945
2916,2008-12-29,1000
2917,2008-12-30,1009
2918,2008-12-31,915
2919,2009-01-01,1529
2920,2009-01-02,1027
2921,2009-01-03,1095
2922,2009-01-04,989
2923,2009-01-05,995
2924,2009-01-06,966
2925,2009-01-07,969
2926,2009-01-08,944
2927,2009-01-09,1041
2928,2009-01-10,854
2929,2009-01-11,820
2930,2009-01-12,896
2931,2009-01-13,876
2932,2009-01-14,850
2933,2009-01-15,825
2934,2009-01-16,919
2935,2009-01-17,973
2936,2009-01-18,800
2937,2009-01-19,800
2938,2009-01-20,1015
2939,2009-01-21,1023
2940,2009-01-22,992
2941,2009-01-23,968
2942,2009-01-24,884
2943,2009-01-25,849
2944,2009-01-26,873
2945,2009-01-27,975
2946,2009-01-28,957
2947,2009-01-29,916
2948,2009-01-30,1022
2949,2009-01-31,936
2950,2009-02-01,966
2951,2009-02-02,965
2952,2009-02-03,942
2953,2009-02-04,913
2954,2009-02-05,1002
2955,2009-02-06,1116
2956,2009-02-07,1056
2957,2009-02-08,933
2958,2009-02-09,1026
2959,2009-02-10,1102
2960,2009-02-11,1021
2961,2009-02-12,1037
2962,2009-02-13,1053
2963,2009-02-14,1056
2964,2009-02-15,902
2965,2009-02-16,946
2966,2009-02-17,1049
2967,2009-02-18,1081
2968,2009-02-19,965
2969,2009-02-20,1092
2970,2009-02-21,829
2971,2009-02-22,793
2972,2009-02-23,920
2973,2009-02-24,945
2974,2009-02-25,1130
2975,2009-02-26,923
2976,2009-02-27,1024
2977,2009-02-28,950
2978,2009-03-01,957
2979,2009-03-02,810
2980,2009-03-03,1011
2981,2009-03-04,1099
2982,2009-03-05,1128
2983,2009-03-06,1245
2984,2009-03-07,994
2985,2009-03-08,825
2986,2009-03-09,994
2987,2009-03-10,1087
2988,2009-03-11,1108
2989,2009-03-12,1124
2990,2009-03-13,1205
2991,2009-03-14,1098
2992,2009-03-15,1032
2993,2009-03-16,1016
2994,2009-03-17,1234
2995,2009-03-18,1134
2996,2009-03-19,1079
2997,2009-03-20,1169
2998,2009-03-21,1099
2999,2009-03-22,982
3000,2009-03-23,1078
3001,2009-03-24,1237
3002,2009-03-25,1184
3003,2009-03-26,1196
3004,2009-03-27,1082
3005,2009-03-28,1015
3006,2009-03-29,813
3007,2009-03-30,1054
3008,2009-03-31,968
3009,2009-04-01,1211
3010,2009-04-02,1022
3011,2009-04-03,1161
3012,2009-04-04,1055
3013,2009-04-05,853
3014,2009-04-06,925
3015,2009-04-07,1092
3016,2009-04-08,1124
3017,2009-04-09,1099
3018,2009-04-10,1061
3019,2009-04-11,1066
3020,2009-04-12,869
3021,2009-04-13,888
3022,2009-04-14,1047
3023,2009-04-15,1161
3024,2009-04-16,1125
3025,2009-04-17,1247
3026,2009-04-18,1077
3027,2009-04-19,910
3028,2009-04-20,1079
3029,2009-04-21,1035
3030,2009-04-22,1193
3031,2009-04-23,1064
3032,2009-04-24,1226
3033,2009-04-25,1117
3034,2009-04-26,1004
3035,2009-04-27,1079
3036,2009-04-28,1102
3037,2009-04-29,1135
3038,2009-04-30,1076
3039,2009-05-01,1309
3040,2009-05-02,1051
3041,2009-05-03,975
3042,2009-05-04,1078
3043,2009-05-05,1189
3044,2009-05-06,1097
3045,2009-05-07,1197
3046,2009-05-08,1236
3047,2009-05-09,1128
3048,2009-05-10,989
3049,2009-05-11,1140
3050,2009-05-12,1201
3051,2009-05-13,1124
3052,2009-05-14,1156
3053,2009-05-15,1134
3054,2009-05-16,1135
3055,2009-05-17,1005
3056,2009-05-18,1101
3057,2009-05-19,1153
3058,2009-05-20,1221
3059,2009-05-21,1159
3060,2009-05-22,1188
3061,2009-05-23,1077
3062,2009-05-24,1070
3063,2009-05-25,965
3064,2009-05-26,1072
3065,2009-05-27,1165
3066,2009-05-28,1239
3067,2009-05-29,1165
3068,2009-05-30,1086
3069,2009-05-31,1024
3070,2009-06-01,1222
3071,2009-06-02,1128
3072,2009-06-03,1128
3073,2009-06-04,1093
3074,2009-06-05,1160
3075,2009-06-06,1025
3076,2009-06-07,1002
3077,2009-06-08,1157
3078,2009-06-09,1080
3079,2009-06-10,1167
3080,2009-06-11,997
3081,2009-06-12,1280
3082,2009-06-13,1076
3083,2009-06-14,1054
3084,2009-06-15,1080
3085,2009-06-16,981
3086,2009-06-17,1097
3087,2009-06-18,1137
3088,2009-06-19,1063
3089,2009-06-20,1157
3090,2009-06-21,1149
3091,2009-06-22,1183
3092,2009-06-23,1209
3093,2009-06-24,1212
3094,2009-06-25,1073
3095,2009-06-26,1205
3096,2009-06-27,1260
3097,2009-06-28,1104
3098,2009-06-29,1164
3099,2009-06-30,1200
3100,2009-07-01,1274
3101,2009-07-02,1131
3102,2009-07-03,1147
3103,2009-07-04,1009
3104,2009-07-05,1006
3105,2009-07-06,1096
3106,2009-07-07,1182
3107,2009-07-08,1054
3108,2009-07-09,1153
3109,2009-07-10,1230
3110,2009-07-11,1092
3111,2009-07-12,1157
3112,2009-07-13,1083
3113,2009-07-14,1136
3114,2009-07-15,1157
3115,2009-07-16,1157
3116,2009-07-17,1199
3117,2009-07-18,1107
3118,2009-07-19,1033
3119,2009-07-20,1146
3120,2009-07-21,1170
3121,2009-07-22,1205
3122,2009-07-23,1101
3123,2009-07-24,1194
3124,2009-07-25,1119
3125,2009-07-26,1107
3126,2009-07-27,1159
3127,2009-07-28,1141
3128,2009-07-29,1142
3129,2009-07-30,1125
3130,2009-07-31,1121
3131,2009-08-01,1290
3132,2009-08-02,1096
3133,2009-08-03,1116
3134,2009-08-04,1066
3135,2009-08-05,1175
3136,2009-08-06,1128
3137,2009-08-07,1107
3138,2009-08-08,1149
3139,2009-08-09,1156
3140,2009-08-10,1138
3141,2009-08-11,1234
3142,2009-08-12,1222
3143,2009-08-13,1159
3144,2009-08-14,1237
3145,2009-08-15,1186
3146,2009-08-16,1108
3147,2009-08-17,1132
3148,2009-08-18,1285
3149,2009-08-19,1192
3150,2009-08-20,1188
3151,2009-08-21,1136
3152,2009-08-22,994
3153,2009-08-23,1053
3154,2009-08-24,1073
3155,2009-08-25,1135
3156,2009-08-26,1164
3157,2009-08-27,1014
3158,2009-08-28,1130
3159,2009-08-29,1091
3160,2009-08-30,1006
3161,2009-08-31,1001
3162,2009-09-01,1195
3163,2009-09-02,1080
3164,2009-09-03,1087
3165,2009-09-04,1158
3166,2009-09-05,1056
3167,2009-09-06,1096
3168,2009-09-07,1011
3169,2009-09-08,1074
3170,2009-09-09,1128
3171,2009-09-10,1167
3172,2009-09-11,1276
3173,2009-09-12,1121
3174,2009-09-13,1028
3175,2009-09-14,1047
3176,2009-09-15,1161
3177,2009-09-16,1123
3178,2009-09-17,1128
3179,2009-09-18,1212
3180,2009-09-19,1100
3181,2009-09-20,1058
3182,2009-09-21,1083
3183,2009-09-22,1114
3184,2009-09-23,1175
3185,2009-09-24,1190
3186,2009-09-25,1198
3187,2009-09-26,1088
3188,2009-09-27,1057
3189,2009-09-28,1097
3190,2009-09-29,1073
3191,2009-09-30,979
3192,2009-10-01,1081
3193,2009-10-02,1025
3194,2009-10-03,960
3195,2009-10-04,947
3196,2009-10-05,1042
3197,2009-10-06,1050
3198,2009-10-07,1106
3199,2009-10-08,1012
3200,2009-10-09,899
3201,2009-10-10,678
3202,2009-10-11,909
3203,2009-10-12,977
3204,2009-10-13,1136
3205,2009-10-14,1035
3206,2009-10-15,1056
3207,2009-10-16,1137
3208,2009-10-17,1018
3209,2009-10-18,984
3210,2009-10-19,1101
3211,2009-10-20,1154
3212,2009-10-21,1165
3213,2009-10-22,1051
3214,2009-10-23,1067
3215,2009-10-24,1120
3216,2009-10-25,1042
3217,2009-10-26,1037
3218,2009-10-27,1077
3219,2009-10-28,1067
3220,2009-10-29,1061
3221,2009-10-30,1165
3222,2009-10-31,1169
3223,2009-11-01,1125
3224,2009-11-02,981
3225,2009-11-03,1046
3226,2009-11-04,1075
3227,2009-11-05,1061
3228,2009-11-06,1119
3229,2009-11-07,1078
3230,2009-11-08,1059
3231,2009-11-09,1112
3232,2009-11-10,1081
3233,2009-11-11,1065
3234,2009-11-12,1066
3235,2009-11-13,1196
3236,2009-11-14,1139
3237,2009-11-15,1025
3238,2009-11-16,990
3239,2009-11-17,1004
3240,2009-11-18,1028
3241,2009-11-19,1019
3242,2009-11-20,1165
3243,2009-11-21,989
3244,2009-11-22,977
3245,2009-11-23,1012
3246,2009-11-24,982
3247,2009-11-25,1068
3248,2009-11-26,675
3249,2009-11-27,939
3250,2009-11-28,979
3251,2009-11-29,879
3252,2009-11-30,1002
3253,2009-12-01,1141
3254,2009-12-02,985
3255,2009-12-03,958
3256,2009-12-04,981
3257,2009-12-05,901
3258,2009-12-06,895
3259,2009-12-07,889
3260,2009-12-08,953
3261,2009-12-09,885
3262,2009-12-10,790
3263,2009-12-11,982
3264,2009-12-12,952
3265,2009-12-13,873
3266,2009-12-14,1004
3267,2009-12-15,938
3268,2009-12-16,947
3269,2009-12-17,990
3270,2009-12-18,1055
3271,2009-12-19,908
3272,2009-12-20,905
3273,2009-12-21,911
3274,2009-12-22,875
3275,2009-12-23,872
3276,2009-12-24,744
3277,2009-12-25,599
3278,2009-12-26,749
3279,2009-12-27,747
3280,2009-12-28,809
3281,2009-12-29,808
3282,2009-12-30,908
3283,2009-12-31,796
3284,2010-01-01,1354
3285,2010-01-02,792
3286,2010-01-03,759
3287,2010-01-04,854
3288,2010-01-05,910
3289,2010-01-06,886
3290,2010-01-07,862
3291,2010-01-08,931
3292,2010-01-09,818
3293,2010-01-10,779
3294,2010-01-11,952
3295,2010-01-12,1001
3296,2010-01-13,990
3297,2010-01-14,1074
3298,2010-01-15,1211
3299,2010-01-16,936
3300,2010-01-17,900
3301,2010-01-18,909
3302,2010-01-19,1037
3303,2010-01-20,967
3304,2010-01-21,959
3305,2010-01-22,1093
3306,2010-01-23,1045
3307,2010-01-24,829
3308,2010-01-25,923
3309,2010-01-26,984
3310,2010-01-27,896
3311,2010-01-28,894
3312,2010-01-29,862
3313,2010-01-30,872
3314,2010-01-31,822
3315,2010-02-01,1026
3316,2010-02-02,888
3317,2010-02-03,941
3318,2010-02-04,950
3319,2010-02-05,963
3320,2010-02-06,857
3321,2010-02-07,761
3322,2010-02-08,842
3323,2010-02-09,797
3324,2010-02-10,821
3325,2010-02-11,850
3326,2010-02-12,890
3327,2010-02-13,873
3328,2010-02-14,764
3329,2010-02-15,827
3330,2010-02-16,919
3331,2010-02-17,924
3332,2010-02-18,1036
3333,2010-02-19,962
3334,2010-02-20,910
3335,2010-02-21,809
3336,2010-02-22,831
3337,2010-02-23,968
3338,2010-02-24,907
3339,2010-02-25,884
3340,2010-02-26,961
3341,2010-02-27,908
3342,2010-02-28,843
3343,2010-03-01,1131
3344,2010-03-02,968
3345,2010-03-03,959
3346,2010-03-04,987
3347,2010-03-05,1110
3348,2010-03-06,982
3349,2010-03-07,845
3350,2010-03-08,1094
3351,2010-03-09,1110
3352,2010-03-10,1122
3353,2010-03-11,1109
3354,2010-03-12,1156
3355,2010-03-13,982
3356,2010-03-14,895
3357,2010-03-15,1070
3358,2010-03-16,1114
3359,2010-03-17,1067
3360,2010-03-18,1153
3361,2010-03-19,1164
3362,2010-03-20,875
3363,2010-03-21,899
3364,2010-03-22,964
3365,2010-03-23,1117
3366,2010-03-24,1144
3367,2010-03-25,1077
3368,2010-03-26,1064
3369,2010-03-27,1094
3370,2010-03-28,956
3371,2010-03-29,973
3372,2010-03-30,1049
3373,2010-03-31,1060
3374,2010-04-01,1255
3375,2010-04-02,1133
3376,2010-04-03,975
3377,2010-04-04,881
3378,2010-04-05,1007
3379,2010-04-06,1058
3380,2010-04-07,911
3381,2010-04-08,1079
3382,2010-04-09,1073
3383,2010-04-10,1144
3384,2010-04-11,956
3385,2010-04-12,1017
3386,2010-04-13,1028
3387,2010-04-14,1161
3388,2010-04-15,1253
3389,2010-04-16,1122
3390,2010-04-17,1024
3391,2010-04-18,937
3392,2010-04-19,1022
3393,2010-04-20,1107
3394,2010-04-21,1002
3395,2010-04-22,1060
3396,2010-04-23,1163
3397,2010-04-24,1017
3398,2010-04-25,918
3399,2010-04-26,1046
3400,2010-04-27,1023
3401,2010-04-28,1040
3402,2010-04-29,1065
3403,2010-04-30,1157
3404,2010-05-01,1194
3405,2010-05-02,972
3406,2010-05-03,1111
3407,2010-05-04,1121
3408,2010-05-05,1253
3409,2010-05-06,1104
3410,2010-05-07,1112
3411,2010-05-08,953
3412,2010-05-09,981
3413,2010-05-10,1098
3414,2010-05-11,997
3415,2010-05-12,1108
3416,2010-05-13,1031
3417,2010-05-14,1213
3418,2010-05-15,1113
3419,2010-05-16,959
3420,2010-05-17,1030
3421,2010-05-18,1093
3422,2010-05-19,1083
3423,2010-05-20,1127
3424,2010-05-21,1090
3425,2010-05-22,1051
3426,2010-05-23,1056
3427,2010-05-24,1152
3428,2010-05-25,1108
3429,2010-05-26,1175
3430,2010-05-27,1088
3431,2010-05-28,1145
3432,2010-05-29,1060
3433,2010-05-30,975
3434,2010-05-31,811
3435,2010-06-01,1291
3436,2010-06-02,1112
3437,2010-06-03,1056
3438,2010-06-04,1140
3439,2010-06-05,1059
3440,2010-06-06,969
3441,2010-06-07,1078
3442,2010-06-08,1013
3443,2010-06-09,1127
3444,2010-06-10,1229
3445,2010-06-11,1159
3446,2010-06-12,997
3447,2010-06-13,926
3448,2010-06-14,1108
3449,2010-06-15,1083
3450,2010-06-16,1093
3451,2010-06-17,1140
3452,2010-06-18,1081
3453,2010-06-19,929
3454,2010-06-20,1088
3455,2010-06-21,1142
3456,2010-06-22,1040
3457,2010-06-23,1004
3458,2010-06-24,1024
3459,2010-06-25,1154
3460,2010-06-26,1117
3461,2010-06-27,1105
3462,2010-06-28,1168
3463,2010-06-29,1101
3464,2010-06-30,1138
3465,2010-07-01,1250
3466,2010-07-02,1089
3467,2010-07-03,1003
3468,2010-07-04,999
3469,2010-07-05,1109
3470,2010-07-06,1074
3471,2010-07-07,1087
3472,2010-07-08,1157
3473,2010-07-09,1095
3474,2010-07-10,1069
3475,2010-07-11,1019
3476,2010-07-12,1062
3477,2010-07-13,1016
3478,2010-07-14,1128
3479,2010-07-15,1097
3480,2010-07-16,1141
3481,2010-07-17,1121
3482,2010-07-18,1075
3483,2010-07-19,1040
3484,2010-07-20,1128
3485,2010-07-21,1084
3486,2010-07-22,1183
3487,2010-07-23,1088
3488,2010-07-24,935
3489,2010-07-25,1064
3490,2010-07-26,1053
3491,2010-07-27,1134
3492,2010-07-28,1097
3493,2010-07-29,1003
3494,2010-07-30,1058
3495,2010-07-31,1001
3496,2010-08-01,1191
3497,2010-08-02,1059
3498,2010-08-03,1042
3499,2010-08-04,1049
3500,2010-08-05,1117
3501,2010-08-06,1153
3502,2010-08-07,1099
3503,2010-08-08,1069
3504,2010-08-09,1097
3505,2010-08-10,1112
3506,2010-08-11,1098
3507,2010-08-12,1041
3508,2010-08-13,1067
3509,2010-08-14,1117
3510,2010-08-15,1105
3511,2010-08-16,1114
3512,2010-08-17,1082
3513,2010-08-18,1127
3514,2010-08-19,1151
3515,2010-08-20,1147
3516,2010-08-21,1059
3517,2010-08-22,1042
3518,2010-08-23,1128
3519,2010-08-24,1114
3520,2010-08-25,1071
3521,2010-08-26,1138
3522,2010-08-27,1133
3523,2010-08-28,1038
3524,2010-08-29,1128
3525,2010-08-30,1130
3526,2010-08-31,1084
3527,2010-09-01,1217
3528,2010-09-02,1022
3529,2010-09-03,1097
3530,2010-09-04,986
3531,2010-09-05,982
3532,2010-09-06,1055
3533,2010-09-07,1128
3534,2010-09-08,1055
3535,2010-09-09,1008
3536,2010-09-10,1121
3537,2010-09-11,967
3538,2010-09-12,1076
3539,2010-09-13,997
3540,2010-09-14,1067
3541,2010-09-15,1057
3542,2010-09-16,1036
3543,2010-09-17,1126
3544,2010-09-18,1048
3545,2010-09-19,1039
3546,2010-09-20,1082
3547,2010-09-21,1132
3548,2010-09-22,1125
3549,2010-09-23,1083
3550,2010-09-24,1146
3551,2010-09-25,1094
3552,2010-09-26,971
3553,2010-09-27,966
3554,2010-09-28,1081
3555,2010-09-29,1069
3556,2010-09-30,1000
3557,2010-10-01,1234
3558,2010-10-02,903
3559,2010-10-03,885
3560,2010-10-04,984
3561,2010-10-05,1044
3562,2010-10-06,1122
3563,2010-10-07,1068
3564,2010-10-08,1183
3565,2010-10-09,1098
3566,2010-10-10,1091
3567,2010-10-11,1018
3568,2010-10-12,1095
3569,2010-10-13,1039
3570,2010-10-14,1036
3571,2010-10-15,1154
3572,2010-10-16,1010
3573,2010-10-17,979
3574,2010-10-18,1031
3575,2010-10-19,1034
3576,2010-10-20,1052
3577,2010-10-21,1066
3578,2010-10-22,1066
3579,2010-10-23,1001
3580,2010-10-24,946
3581,2010-10-25,1034
3582,2010-10-26,1090
3583,2010-10-27,1023
3584,2010-10-28,987
3585,2010-10-29,1081
3586,2010-10-30,991
3587,2010-10-31,1005
3588,2010-11-01,1108
3589,2010-11-02,1044
3590,2010-11-03,971
3591,2010-11-04,963
3592,2010-11-05,1008
3593,2010-11-06,936
3594,2010-11-07,944
3595,2010-11-08,1051
3596,2010-11-09,1118
3597,2010-11-10,1106
3598,2010-11-11,1042
3599,2010-11-12,1056
3600,2010-11-13,945
3601,2010-11-14,899
3602,2010-11-15,1031
3603,2010-11-16,939
3604,2010-11-17,927
3605,2010-11-18,940
3606,2010-11-19,1092
3607,2010-11-20,953
3608,2010-11-21,913
3609,2010-11-22,904
3610,2010-11-23,931
3611,2010-11-24,947
3612,2010-11-25,666
3613,2010-11-26,867
3614,2010-11-27,851
3615,2010-11-28,892
3616,2010-11-29,916
3617,2010-11-30,890
3618,2010-12-01,939
3619,2010-12-02,974
3620,2010-12-03,928
3621,2010-12-04,858
3622,2010-12-05,766
3623,2010-12-06,772
3624,2010-12-07,885
3625,2010-12-08,801
3626,2010-12-09,854
3627,2010-12-10,961
3628,2010-12-11,810
3629,2010-12-12,669
3630,2010-12-13,726
3631,2010-12-14,814
3632,2010-12-15,906
3633,2010-12-16,859
3634,2010-12-17,910
3635,2010-12-18,801
3636,2010-12-19,749
3637,2010-12-20,836
3638,2010-12-21,815
3639,2010-12-22,882
3640,2010-12-23,852
3641,2010-12-24,744
3642,2010-12-25,503
3643,2010-12-26,612
3644,2010-12-27,687
3645,2010-12-28,812
3646,2010-12-29,796
3647,2010-12-30,851
3648,2010-12-31,831
3649,2011-01-01,1471
3650,2011-01-02,708
3651,2011-01-03,881
3652,2011-01-04,844
3653,2011-01-05,893
3654,2011-01-06,887
3655,2011-01-07,936
3656,2011-01-08,836
3657,2011-01-09,748
3658,2011-01-10,914
3659,2011-01-11,844
3660,2011-01-12,910
3661,2011-01-13,935
3662,2011-01-14,987
3663,2011-01-15,892
3664,2011-01-16,769
3665,2011-01-17,807
3666,2011-01-18,884
3667,2011-01-19,929
3668,2011-01-20,814
3669,2011-01-21,840
3670,2011-01-22,755
3671,2011-01-23,808
3672,2011-01-24,841
3673,2011-01-25,914
3674,2011-01-26,916
3675,2011-01-27,841
3676,2011-01-28,901
3677,2011-01-29,823
3678,2011-01-30,755
3679,2011-01-31,793
3680,2011-02-01,692
3681,2011-02-02,316
3682,2011-02-03,523
3683,2011-02-04,667
3684,2011-02-05,703
3685,2011-02-06,652
3686,2011-02-07,762
3687,2011-02-08,718
3688,2011-02-09,762
3689,2011-02-10,779
3690,2011-02-11,886
3691,2011-02-12,827
3692,2011-02-13,778
3693,2011-02-14,873
3694,2011-02-15,918
3695,2011-02-16,934
3696,2011-02-17,974
3697,2011-02-18,1067
3698,2011-02-19,878
3699,2011-02-20,760
3700,2011-02-21,704
3701,2011-02-22,854
3702,2011-02-23,859
3703,2011-02-24,881
3704,2011-02-25,908
3705,2011-02-26,854
3706,2011-02-27,783
3707,2011-02-28,864
3708,2011-03-01,1045
3709,2011-03-02,820
3710,2011-03-03,929
3711,2011-03-04,940
3712,2011-03-05,782
3713,2011-03-06,721
3714,2011-03-07,846
3715,2011-03-08,915
3716,2011-03-09,930
3717,2011-03-10,940
3718,2011-03-11,1071
3719,2011-03-12,958
3720,2011-03-13,777
3721,2011-03-14,918
3722,2011-03-15,929
3723,2011-03-16,1051
3724,2011-03-17,1075
3725,2011-03-18,1103
3726,2011-03-19,926
3727,2011-03-20,806
3728,2011-03-21,981
3729,2011-03-22,910
3730,2011-03-23,934
3731,2011-03-24,889
3732,2011-03-25,1021
3733,2011-03-26,858
3734,2011-03-27,845
3735,2011-03-28,898
3736,2011-03-29,916
3737,2011-03-30,935
3738,2011-03-31,958
3739,2011-04-01,1067
3740,2011-04-02,1104
3741,2011-04-03,947
3742,2011-04-04,1030
3743,2011-04-05,990
3744,2011-04-06,1029
3745,2011-04-07,969
3746,2011-04-08,1026
3747,2011-04-09,948
3748,2011-04-10,1111
3749,2011-04-11,1004
3750,2011-04-12,963
3751,2011-04-13,1031
3752,2011-04-14,1026
3753,2011-04-15,1020
3754,2011-04-16,922
3755,2011-04-17,911
3756,2011-04-18,904
3757,2011-04-19,774
3758,2011-04-20,878
3759,2011-04-21,891
3760,2011-04-22,889
3761,2011-04-23,982
3762,2011-04-24,847
3763,2011-04-25,928
3764,2011-04-26,946
3765,2011-04-27,988
3766,2011-04-28,961
3767,2011-04-29,977
3768,2011-04-30,973
3769,2011-05-01,1135
3770,2011-05-02,960
3771,2011-05-03,992
3772,2011-05-04,1023
3773,2011-05-05,1073
3774,2011-05-06,1059
3775,2011-05-07,969
3776,2011-05-08,940
3777,2011-05-09,1056
3778,2011-05-10,1074
